Category,Query,nct_id,title,status,phase,brief_summary,conditions
stem cells,cells aging,NCT06063590,A Study to Evaluate Allogenic Bone-Marrow Mesenchymal Stromal Cell Product StromaForte in Aging Frailty Patients,UNKNOWN,"PHASE1, PHASE2",This phase I/IIa study in frail patients is designed to assess the safety of intravenous human allogenic bone marrow-derived mesenchymal stromal cell product StromaForte by reporting the number of adverse events assessed by Common Terminology Criteria. 12 male and female patients aged 60 to 85 years will be enrolled.,Aging Frailty
stem cells,cells aging,NCT00155493,Age-Related Changes in Proliferation and Differentiation Capacity of Human Preadipocytes From Periorbital Fat.,UNKNOWN,PHASE1,"Periorbital rejuvenation has been an issue of great interest in plastic surgery. Adipose tissue plays an important role in the periorbital anatomy, and has a great impact on the aging process of the region. We believe age-related atrophy of the facial adipose tissue may be related to the decreased proliferation and differentiation capability of the preadipocytes (adipose precursor cells).",Aging
stem cells,cells aging,NCT04926987,The Research of Human Cortex Cell Atlas,UNKNOWN,,"In this study, the single-cell transcriptome sequencing technology was used to study the transcriptome differences at the single-cell level in normal human brain, aging human brain, and epileptic brain.","Aging, Epilepsy, Trauma, Brain"
stem cells,cells longevity,NCT03886558,Multicomponent Program on a Group of Nonagenarians,UNKNOWN,,"Introduction The promotion of physical activity among older adults is considered to be one of the main actions that can result in more successful aging. Currently, there are few studies focusing on the effects of long-duration physical activity interventions in older adults. Thus, the purpose of the following study was to analyze the effects of an 8-month multicomponent intervention program on cardiorespiratory capacity, body composition, and strength in a group of nonagenarians. A secondary objective was to determine if the impact of the program differed according to the participants' way of life (institutionalized vs. community dwelling).

Methods Participants Participants in this research represent a subset from an ongoing study aimed at collecting baseline and follow-up data over three years, to evaluate the health-related changes observed in a cohort of older adults f The present research was carried out on the basis of data obtained from the individuals in this sample who participated in a multicomponent intervention program offered to the inhabitants of the said region and who met the following inclusion criteria: a) being ninety years of age or older; and b) holding a medical certificate confirming their suitability for sport. The exclusion criteria were a) lack of independent ambulation (walking with an assistive device); b) recent upper or lower limb injuries; c) neurological or orthopedic diagnosis in upper or lower-extremities.

Intervention A multicomponent intervention program was developed consisting of two 60-minute sessions per week, held on non-consecutive days, for a period of 8 months. The sessions consisted of a warm-up phase (10') in which individuals performed joint mobility exercises and walked at a rate of 3 km/h. Afterwards, muscular strength work was carried out on the upper and lower limbs, including calisthenic exercises, and the use of dumbbells or medicine balls (1-3kg). Generally, the exercises were organized in two sets of 10-15 repetitions, resting for two minutes between sets. Communal ball games and relay games were then practiced (over a distance of 30 meters). Finally, 10 minutes were devoted to relaxation and stretching exercises. multicomponent intervention program was designed and monitored by a specialist in gerontogymnastics.

Evaluations Two weeks before the start and after the end of the exercise program, a series of assessments were carried out, which were monitored by specialists in physical exercise and sport, who did not know whether those evaluated were institutionalized or not.

Body composition Weight was measured to the nearest 0.1 kg using a Tefal digital scale (type PP1200VO) with the participants wearing light clothing and no shoes. Height was measured to the nearest millimeter with a field stadiometer (Seca 220). The body mass index (BMI) was calculated taking the body weight in kilograms and dividing it by the height in meters squared (BMI: kg/m2).

Densitometry Bone mineral density content (BMD) of the femoral neck was measured using a dual energy X-ray absorptiometry (DEXA) machine (Hologic QDR 1000®), which reported BMD in grams per square centimeter (g/cm2). This method was used to ensure better reproducibility, a lower radiation dose and better image resolution (Watts 2004). The minimum significant alteration, with a 95% confidence interval, was 4.7%.

Muscular strength Upper limb muscle strength was assessed with the Handgrip Test (HG) on the right hand using a dynamometer (SH5001, SAEHAN Corporation, South Korea). For each measurement, patients were asked to perform their maximum voluntary contraction for 5s. Each measurement was repeated three times with patients resting for 30s between trials. The best performance was recorded for further analysis. Lower limb muscle strength was assessed with the Isometric Knee Extension Test (KNEE), performed three times on the right leg with participants seated on a custom-built chair with a load cell (Vetek VZ101BS, Vaddo, Sweden). For each measurement, participants were asked to perform their maximum voluntary contraction for 5 s. The test was repeated 3 times and participants rested for 2 min between trials. The best performance from the three trials was considered for further analysis.

Cardiorespiratory fitness In order to assess the effect of the program on the participants' cardiorespiratory fitness, the six-minute walk test (6MWT), was performed, following standard procedure. The subjects were instructed to walk at their own pace from one end to the other of a 100-foot-long measured distance in an enclosed, level, corridor, and to cover as much ground as possible in 6 min. They were allowed to stop and rest during the test, but were instructed to resume walking as soon as they felt able to do so.","Quality of Life, Healthy, Aging, Physical Activity"
stem cells,cells longevity,NCT04641013,Age-related Clonal Haematopoiesis in an HIV Evaluation Cohort (ARCHIVE),ACTIVE_NOT_RECRUITING,,"The ARCHIVE study is an observational longitudinal cohort study of people with and without HIV who are over the age of 55. The duration of the study is planned for 10 years, with study visits every 1-2 years. The objectives of the study are to evaluate genomic and other factors associated with aging, stratified by HIV status.","HIV Infections, Aging"
stem cells,cells longevity,NCT03457870,Intermittent Energy Restriction and Chewing on Neural Stem Cell Ageing and Adult Hippocampal Neurogenesis Associated Cognition,COMPLETED,,Extended bouts of periodic mastication and intermittent energy restriction (IER) may improve cognitive performance in the context of adult hippocampal neurogenesis in an ageing population. A randomised controlled parallel design trial will determine the impact of a 3 month IER diet (2 consecutive days of very low calorie diet and 5 days of normal eating) and a mastication intervention (1 piece of gum chewed for 10 minutes 3 times a day) in comparison to a control on neurogenesis-associated cognitive measures and circulating levels of the anti-ageing protein Klotho.,"Aging, Cognitive Decline"
stem cells,cells longevity,NCT05307627,The Effects of Low Dose Naltrexone (LDN) on Diseases of Aging,WITHDRAWN,,"This retrospective, observational study will assess the health status of short- and long-term low-dose naltrexone (LDN) users.",Aging
inflammation,inflammation aging,NCT04267731,"Gut Health, Inflammation, Hormones",COMPLETED,,"Pilot exploratory study on the effect of a Bifidobacterium breve extract, as VMK223, on plasma inflammatory markers, saliva hormones, gut microbiota and tolerance in females over 50years old. Participants are randomised in one of 4 arms: 0.25g/d VMK223, 0.5g/d VMK223, 0.75g/d VMK223, or placebo.",Aging Well
inflammation,inflammation aging,NCT04015063,Efficacy and Safety of Skin Care Product in Aging Facial Skin,UNKNOWN,,The purpose of this study is to assess the efficacy and safety of P29429-01 as a skin care product to manage skin aging in women subjects 40-65 years of age.,Skin Aging
inflammation,inflammation aging,NCT04586816,"Randomized, Double-Blind Evaluation of Maple Leaf Extract (Maplifa) for Photoaging",COMPLETED,,"Recent research has reported that the maple leaf extract exhibits anti-aging effects by inhibiting elastase activity, thereby preventing the breakdown of elastin and interfering with the formation of wrinkles. Red maple leaf extract contains phenolic compounds known as glucitol-core-containing gallotannins (GCGs) which help reduce the appearance of wrinkles and may decrease skin inflammation, dark spots and pigmentation. The objective of this study is to examine the effects of topical Maplifa on the cosmetic appearance of facial lines, redness and skin tone.","Photoaging, Hyperpigmentation, Rhytides"
inflammation,inflammation aging,NCT03892200,Oral Hygiene in Assisted Living,COMPLETED,,"This project will modify a program that reduces pneumonia among nursing home residents with dementia, so that it is appropriate for assisted living residents with dementia. The program provides daily mouth care to reduce bacteria in the mouth that lead to aspiration pneumonia. The project will develop methods that can be taught to assisted living providers by community dental hygienists, and that are ready for evaluation in a pragmatic trial of AL residents with dementia and the staff who provide their care.","Aging, Long-Term Care"
inflammation,inflammation aging,NCT07251244,Supplement and Exercise Effects on Stationary Immunity and Health in Older Adults,RECRUITING,,"The goal of this clinical trial is to learn whether a natural-origin nutritional supplement, combined with a moderate-intensity functional exercise program, can improve seasonal immunity, perceived health, and oxidative stress in older adults. The study will also assess the safety of this combined intervention.

The main questions it aims to answer are:

* Does the combination of supplementation and exercise enhance immune function during seasonal changes?
* Does it reduce oxidative stress and improve perceived health and functional capacity?

Researchers will compare a supplement to a placebo. All participants will follow the same supervised functional exercise program.

Participants will:

* Take a daily nutritional supplement for 6 months.
* Attend two weekly functional exercise sessions (60 minutes each), including mobility, explosive strength, and coordination/agility training.
* Complete three assessments (before, midway, and after the intervention) including blood tests, physical function evaluations, and quality of life questionnaires.","Aging, Older Adults"
inflammation,inflammation aging,NCT04385537,The Ability of Pecan Consumption to Improve Vascular Function and Reduce Chronic Disease Risk in Aging Adults,COMPLETED,,"Background: To date, there are no published studies on the effects of pecans on vascular function following a high-fat meal.

Purpose: To examine the impact of daily pecan consumption for a 4-week period on vascular health and other markers of cardiovascular disease risk in aging adults.",Aging
inflammation,inflammation aging,NCT05424042,"Health, Aging and Later-Life Outcomes",COMPLETED,,The purpose of this pilot research is to test the feasibility of two interventions focused on either reducing total calorie intake or reducing the total time that calories are ingested each day in older adults. Participation in this research will involve visits to our clinic for testing and weekly intervention visits (in-person or remote depending on group assignment) for nine months with total participation lasting about a year.,Aging
inflammation,inflammation aging,NCT05322343,Biobank and Brain Health in Bordeaux.,RECRUITING,,"B cube is a new generation cohort to study the determinants and natural history of brain aging, using molecular epidemiology, in a representative sample (N=2000) of the general population from the age of 55 (the approximate age of onset of the first cognitive disorders and a target population particularly receptive to prevention messages). Special interest will be given to nutrition, a promising environmental exposure for prevention.","Brain, Aging, Cognitive Aging, Immunosenescence, Mental Processes, Mental Disorders, Neurocognitive Disorders, Cognition, Brain Diseases, Dementia, Alzheimer Disease, Mental Health, Behavioral Symptoms, Depression, Anxiety"
inflammation,inflammation aging,NCT06376656,Successful Aging and Age-related Decline,RECRUITING,,"Recent studies have shown promising cognitive and physical interventions aimed at slowing down ageing-related declines in quality of life, but they lack strong ecological validity (brief durations, unrealistic goals, no real-world application) and has yet to show robust evidence that such interventions are stable and suitable in the long-term. The investigators aim to examine whether these interventions can, over four years, significantly slow down the normal rate of ageing-related decline.","Aging, Elderly, Cognitive Decline, Physical Decline, Intervention Study"
inflammation,inflammation aging,NCT05815732,HEBE Project - Healthy Aging Versus Inflamm-aging: the Role of Physical Exercise in Modulating the Biomarkers of Age-associated and Environmentally Determined Chronic Diseases,UNKNOWN,,"The main objective of this clinical trial is to test the effects of the personalized intervention based on physical exercise, on clinical variables and circulating markers, in a population of employees of the University of Milan (UMilan).

The HEBE study will include two phases:

PHASE 1:

All UMilan employees will be asked to voluntarily complete an anonymous online questionnaire, in order to gather information about their lifestyle (physical activity, diet, cigarette smoking, etc) (zero time: T0); at the end of the compilation, indications on how to improve the lifestyle will be provided. These indications will also be present and available for consultation in a special section of the site on the ""HEBE"" site, with UMilan domain (www.hebe.unimi.it).

After 6 months, all UMilan employees will receive a second invitation to voluntarily complete the same questionnaire, in order to evaluate any changes, in terms of lifestyle improvement (time one: T1).

PHASE 2:

100 eligible subjects who have expressed their availability in the initial questionnaire, will be identified to undergo a lifestyle improvement protocol based mainly on the prescription of a personalized exercise program, which will define modalities, intensity, duration, frequency and progression of the exercise. For each subject, at T0 and T1 (after 6 months), biological samples will be collected (blood, urine, saliva and nasal swab), which will be used to: i) set up a biobank shared by the members of the HEBE consortium; ii) identify biomarkers able to monitor the effect of physical exercise on the characteristics of the frailty under examination. Furthermore, both at T0 and T1 questionnaires will be completed and carried out clinical evaluations (anamnesis, physical examination, tests for the study of the autonomic nervous system, bio-impedance test, evaluation/estimate of maximal oxygen consumption, ECG).",Aging
inflammation,inflammation aging,NCT05744167,Blood Flow Restriction and High-intense Resistance Training in Aging: Interactions Between Neuroplasticity and Muscle,COMPLETED,,"BRAIN-M is a randomized controlled trial designed to examine the effects of a single bout or 12 weeks of blood-flow restriction training or high-intensity resistance training on cognitive function, brain health, muscular properties and physical performance in healthy older men 60-75 years old.","Aging, Cognitive Decline, Sarcopenia, Frailty, Muscle Degeneration, Physical Disability"
inflammation,inflammation aging,NCT03889158,Effect of Age and Fitness on Vascular Function and Oxidative Stress During Acute Inflammation,TERMINATED,PHASE4,This study focuses on whether high cardiorespiratory fitness in older adults has a protective effect on the vascular response to acute inflammation in comparison to low-fit older and young adults.,"Aging, Inflammation"
inflammation,inflammation aging,NCT00280020,Behavioral Treatment of Insomnia in Aging,COMPLETED,,The purpose of this study is to evaluate whether Tai Chi Chih vs. cognitive behavioral therapy vs. sleep education reduces insomnia in older adults. The secondary goal of the study is to determine whether the behavioral treatment of insomnia alters proinflammatory cytokine activity.,"Aging, Insomnia"
inflammation,inflammation aging,NCT02258776,The Effect of Pomegranate on Aging and Inflammation of the Skin,COMPLETED,,"The purpose of this study is to determine the efficacy of pomegranate extract and pomegranate juice on skin inflammation and aging. The information gained from this study may lead to the development of a pomegranate product that can decrease the effects of aging, inflammation and harmful bacteria on the skin.

In this study, two pomegranate products (extract and juice) will be compared with a placebo, a study product that looks like pomegranate extract, but contains no active ingredients.","Skin Photoaging, Inflammation and Skin Pathogenic Bacteria"
inflammation,inflammation aging,NCT05715372,Genetic Evaluation and Modification of Lifestyles to Improve Female Life Expectancy,TERMINATED,,"The GEMLIFE Study is a 12-month clinical trial for menopausal women. The purpose of this study is to promote an improved aging process for women in menopause through lifestyle changes. The changes will include a heart healthy diet, structured walking program, and mindfulness-based stress reduction. During the study, the investigators will monitor components of your genetic make-up that will tell us how you are aging. Investigators will also monitor bloodwork for inflammation that can affect medical conditions. Study participants may qualify if you are within 5 years of your last menstrual period and have well controlled medical conditions. There is no cost to participants to enroll in the study- only potential benefits to the participant's health and aging process.","Menopause Syndrome, Inflammation, Inflammatory Response, Aging, Menopause, Telomere Shortening, Stress Oxidative"
inflammation,inflammation aging,NCT00667030,"Aging, Lifestyle and Inflammation in Veterans Exercising",ACTIVE_NOT_RECRUITING,,"Over half of adults in this country are overweight. This increases risk for heart and blood pressure problems, cancer, stroke and arthritis. While it is difficult to lose large amounts of weight and keep it off, even small amounts of weight loss can improve health. Furthermore, fat is increasingly recognized as a source of substances that increase inflammation. It may be that some of the adverse consequences of being overweight are due to increased inflammation. We are asking you to volunteer for a research study in which you may lose a moderate amount of weight and increase your activity. It is important that you read and understand the information on this form.

The purposes of these studies are to determine the influence(s) of age and body composition on the production of inflammatory chemicals by fat (adipose tissue), the mechanisms controlling this, and if a weight loss and aerobic exercise intervention results in a decrease in inflammation.","Inflammation, Aging, Metabolism, Exercise"
inflammation,inflammation aging,NCT04091347,Depression and Pain Perseverance Through Empowered Recovery Intervention,COMPLETED,,"African American women who are 50 years of age and older with depressive symptoms, pain and difficulty with mobility will participate in the DAPPER intervention study that includes 8 nurse visits in participants' homes to help participants with participants' pain and mood.","Pain, Depressive Symptoms, Frailty, Aging"
inflammation,inflammation aging,NCT03229785,Quality of Life Improvements With Cord Blood Plasma,UNKNOWN,PHASE1,This study aims to look at whether human umbilical cord blood plasma (HUCBP) is safe for intravascular (iv) administration; and whether it provides any reversal of frailty or other age-related biological measures.,Aging
inflammation,inflammation aging,NCT06750653,Skin Barrier Function and Inflammation in Aging: The BIA Study,RECRUITING,PHASE4,"This is a randomized, investigator-blinded, self-controlled pilot study of the physiologic response to topical moisturizers among older adults with dry skin. The overarching hypothesis is that skin barrier decline is an important source of chronic inflammation, and that skin barrier restoration with moisturizers can reduce serum biomarkers of inflammation. The primary objective is to determine the feasibility for a larger trial, and the secondary objectives are to determine the extent to which measures of serum inflammation, skin barrier function, and the skin microbiome change in response to moisturizers. Participants will be asked to apply one of two topical moisturizers that are widely available over the counter in the US (Vaseline® 100% pure petroleum jelly or CeraVe® moisturizing cream) once daily for 4 weeks to the front of the torso, buttocks, arms, and legs. Subjects will act as their own control (i.e. they will be asked to apply the study moisturizer they are randomized to for one intervention period (4 weeks) and not to apply topical moisturizers for the other 4- week intervention period). Participants will be randomized in a 1:1:1:1 ratio to one of 4 treatment groups: i. no intervention then CeraVe; ii. CeraVe then no intervention; iii. no intervention then Vaseline; iv. Vaseline then no intervention. At each visit (baseline, week 4, and week 8), participants will undergo skin barrier testing, skin microbiome sampling, and phlebotomy to measure serum inflammatory markers.","Inflammation, Skin Inflammation, Aging"
inflammation,inflammation aging,NCT02051634,Papaya Study ID:20140628,COMPLETED,PHASE1,"The purpose of this research study is to explore the effects of fermented papaya preparation (FPP) on whole body inflammation, physical function, fatigue, and health-related quality of life. The investigators will conduct a double-blind, randomized, placebo-controlled pilot study on FPP in older adults. If FPP is found to have a beneficial impact on systematic inflammation in this study population (adults aged 70-100 years old), then this supplement may be a potential treatment option to combat aging.","Systemic Inflammation, Aging"
inflammation,inflammation aging,NCT04630132,Renal Ageing-sarcopenia Network,UNKNOWN,,"Frailty is a syndrome in which the accumulation of small, individually insignificant deficits leads to heightened vulnerability to adverse events and predisposes to potential catastrophic decompensation.

Objective of this study is to clarify the underlying genetic and immunological mechanisms responsible of frailty condition focused on: i. nephrosclerosis ageing kidney phenotype related to salt effects on immunosystem, ii. immunological aspect of sarcopenia, iii. psychological disorder related to immunosystem activation, iv. detection of new biomarkers of frailty.","Aging, Frailty, Hypertension, CKD"
inflammation,inflammation aging,NCT03080818,Probiotic on Psychological and Cognitive Effects,COMPLETED,,"This study will determine whether supplementation of probiotic Lactobacillus Rhamnosus GG improves psychological status in middle age and older adults through a 12-week, randomized, double-blind, placebo-controlled clinical trial. Secondary analyses will be conducted to examine the possible benefits of probiotic supplementation on cognitive function and markers of physical health.",Aging
inflammation,inflammation aging,NCT02404792,Exercise for Healthy Aging: The Impact of HIV and Aging on Physical Function and the Somatopause,COMPLETED,,The primary objective of this proposal is to compare a moderate or high intensity exercise intervention to improve physical function in persons aging with Human Immunodeficiency Virus (HIV).,"HIV, Inflammation, Obesity, Aging, Biological"
inflammation,inflammation aging,NCT03529344,"A Study on the Effects on Glucose Regulation, Inflammation and Serum Lipids After Fish Protein Supplementation in Elderly (GRIPE)",COMPLETED,,"The elderly population have and increased risk of loss of both muscle mass and function and is therefore recommended a higher protein intake than the healthy adult population. These age-related changes in muscle function may be explained by chronic low-grade inflammation and insulin resistance. Despite the recommendation of a higher protein intake, little is known about how different protein sources may affect the metabolic health in this population. Analysis of amino acid composition show that fish can be a good protein source for humans. Many fish species are today used as feed ingredients, rather than a protein source for humans. A few studies conducted in humans and rats show that proteins from fish may improve glucose tolerance, reduce inflammation and improve lipid metabolism, indicating that proteins from fish may not only serve as a valuable nutrient but could also hold specific health promoting properties.

The present study will investigate the effects of a protein hydrolysate from blue whiting, a fish species normally used to produce fish meal for aquaculture industry, on glucose homeostasis, inflammation and serum lipids in elderly nursing home residents.","Muscle Weakness, Muscle Loss, Blood Sugar; High, Inflammation, Aging"
inflammation,inflammation aging,NCT04861857,Effects of Parmigiano Reggiano on Muscle and Inflammatory Response to Eccentric Resistance Training in Older Adults,UNKNOWN,,"Aging is associated with the loss of muscle mass and function (sarcopenia) and reduced tissue regenerative capacity.

Eccentric exercise (ECC) is a model of RET that can be used with the elderly, due to the ability of the muscle to combine high muscle strength production with low energy cost. ECC contractions are significantly more damaging to the muscles and produce greater muscle strength, for these reasons there is a greater risk of inducing muscle damage before the muscle is able to adapt.

Parmigiano Reggiano (PR) has some peculiar bromatological characteristics. The proteins contained in it, and in particular the potentially bioactive peptide sequences, can rapidly provide the amino acids necessary to promote muscle growth and repair during exercise. Furthermore, PR can be an important source of fatty acids, of which a significant amount of short-chain fatty acids (SCFA) which are known to have important clinical effects on body composition and metabolic health and can have a systemic anti-inflammatory effect.

Therefore, the central hypothesize is that PR consumed while being engaged in a RET can provide more energy substrates and improve muscle recovery, redcue inflammatory markers and improve lipid metabolism. To date, no studies have studied its function on recovery from exercise nor in the elderly.","Atrophy, Muscular, Aging, Inflammation, Cholesterol Deposition"
inflammation,inflammation aging,NCT07089381,Efficacy and Safety of Resveratrol in Patients With Rheumatoid Arthritis.,RECRUITING,,"The aim of the current study is to evaluate the effects of resveratrol on the clinical outcome(s) of patients with moderate rheumatoid arthritis.

Objectives :

1. To investigate the effects of Resveratrol on inflammation and oxidative stress by measuring:

   * Serum Sirtuin 1(SIRT1)
   * Serum Myeloperoxidase (MPO)
   * Serum C-reactive protein (CRP)
2. To investigate the effects of Resveratrol on disease activity by measuring the disease activity (DAS28 score).
3. To investigate the effect of Resveratrol on improving the quality of life using the Health Assessment Questionnaire Disability index (HAQ-DI).
4. To assess any adverse effects related to Resveratrol.

Patients:

Eligible patients (no=118) will be randomly assigned in a 1:1 ratio to one of two groups:

1. Control group: 59 patients will receive the standard treatment for management of RA for 3 months.
2. Resveratrol group: 59 patients will receive the standard treatment for management of RA in addition to Resveratrol 1 gm daily, (Organix Egypt) (given as one 1000 mg tablets once daily) for 3 months.","Rheumatic Arthritis, Rheumatoid Arthritis (RA) Prevention, Inflamation, Antioxidant, Anti Oxidative Stress, Anti Aging, C Reactive Protein, Methotrexate, Quality of Life Outcomes"
inflammation,inflammation aging,NCT04887675,Neuroinflammation and Neurodegeneration in HIV-positive Subjects Switched and Initially Treated With INSTI,UNKNOWN,,"Since the HIV changed its course to the chronic disease, high incidence of metabolic syndrome both in HIV positive and negative subjects has become an issue. Given the successful peripheral suppression of HIV after introduction of combined antiretroviral therapy (cART), comorbidities associated with aging and cognitive functioning, play the main role in the overall quality of life and adherence to the therapy. Continuous low-level neuroinflammation results in continuous and diffuse neuronal death or dysfunction leading to a certain level of neurodegeneration. Additionally, metabolic syndrome contributes to neurodegeneration causing damage to the brain vasculature and provoking the ischemic incidents.

The aim of this study would be to explore the influence of switching to the INSTI based cART using neuroimaging biomarkers of inflammation and neurodegeneration. The second aim would be to monitor these neuroimaging biomarkers in patients receiving INSTI-based cART in a one-year follow-up period. Additionally, we would compare the markers of metabolic syndrome and cognitive functioning (executive functions) in HIV-positive patients after switching to INSTI-based cART and in HIV-positive patients receiving INSTI-based cART from the start.

This study represents a single-center, prospective, interventional, two-armed single study. Arm I will include 60 patients on PI/EFV based ART, stable on treatment, who are switched to INSTI based regimen at the beginning of the study due to side effects or long-term toxicities like hyperlipidemia, diarrhea, (PI), insomnia, headache (EFV), high Framingham score (PI/EFV). Arm II will include 60 patients initially on INSTI-based ART, stable on treatment. The same data sets will be collected for both groups of patients. The variables collected will be related to metabolic syndrome (levels of LDL and HDL cholesterol, triglycerides, fasting insulin, glucose, blood pressure, waist circumference, waist to hip and waist to height ratio), performance on neurocognitive tests and MR spectroscopy neuroinflammation and neurodegeneration markers at the beginning of the study, as well as in 12 months follow up. Presence of steatosis and visceral fat thickness will be assessed using ultrasonography of abdomen.

The primary imaging will be performed at the time of enrollment of patients, along with the neurocognitive testing and blood sampling. The secondary imaging (follow up) will be performed 12 months after the initial, also followed by neurocognitive assessment and blood sampling.

Anthropometric measurements will be acquired at the time of blood sampling. Statistical analysis will be performed after collecting the data. Our work could significantly contribute to the better life quality in the aging of HIV positive subjects in the domain of cognitive functioning, tightly associated with adherence and overall life quality.","HIV I Infection, HIV Associated Lipodystrophy, Metabolic Syndrome, Aging"
inflammation,inflammation aging,NCT01226212,Can Synbiotic Use Effect Gut Bacteria and the Immune Response in Older People,COMPLETED,,"The objectives of this study are to use a nutritional change in the diet to improve gut health in older people. Ageing can result in major changes in the composition and activities of the bacteria in your gut, leading to a higher incidence of gastrointestinal infections, decreased intestinal motility and impaired bowel function as people get older. This can result in constipation or diarrhoea, increased levels of inflammation and reduced immune response to infection. Therefore, individuals aged 65 or over could benefit from safe and effective interventions that maintain a healthy balance of gut bacteria as well as restoring the immune response. Bacteria in the gut are known to promote health. Eating foods containing beneficial bacteria for example (probiotics) or food which contain substrates for the bacteria to grow on (prebiotics) can improve the balance of gut bacteria. The investigators will use a synbiotic with known anti-inflammatory properties, comprising a probiotic Bifidobacterium longum strain and inulin (Synergy 1), The synbiotic has been previously shown to be beneficial in reducing inflammation and to increase levels of beneficial bacteria in the gut in two studies in patients with inflammatory bowel disease. The investigators would now for these reasons, like to determine the effects of our Synbiotic on the gut bacteria and immune function of older individuals in a double-blinded, crossover, placebo controlled, randomised investigation involving 40 volunteers for three months. The trial is designed so that participants will be assigned to receive the Synbiotic preparation or the placebo for the first four weeks, this will be followed by four weeks without treatment, and then they will switch to the opposite preparation for another four weeks.",Aging
inflammation,inflammation aging,NCT05936346,Evaluation of Safety and Tolerability of Salvia Haenkei Extract As a Dietary Supplement Ingredient,RECRUITING,,Evalution of the safety and tolerability of the oral administration of Salvia haenkei in a healthy population.,Aging
inflammation,inflammation aging,NCT01883271,Effect of Aerobic Interval Training on Cardiovascular Function in Aging,COMPLETED,,"Study objectives:

1. To compare cardiovascular function in older compared to young healthy adults.
2. To compare the effect of 8 weeks of aerobic interval training vs. continuous moderate exercise on cardiovascular function in healthy older adults.

Hypotheses:

1. Compared to young adults, older adults will have lower cardiovascular function.
2. Compared to continuous moderate intensity exercise training, interval training will be more effective in improving cardiovascular function in older adults.",Aging
inflammation,inflammation aging,NCT01234506,Oxidative Stress and Nutritional Supplementation Intervention Study,COMPLETED,PHASE2,"A major means whereby oxidative stress promotes aging-related disease is by activating inflammatory pathways. Decreasing oxidative stress and inflammation should ameliorate many of the problems associated with aging, including vascular dementia, Alzheimer's disease, osteoporosis, muscle wasting, insulin resistance, type 2 diabetes, and metabolic syndrome. Animal and human studies have demonstrated that consumption of vitamin D and phase 2 protein inducers decrease oxidative stress and associated inflammation. The flax lignan secoisolariciresinol diglucoside (SDG) is metabolized to enterolactone, a potent phase 2 protein inducer. Animal and human studies have shown that consumption of flax seed or its component SDG decreases hypertension, serum cholesterol, atherosclerosis, the growth of experimentally-induced cancers as well as metastases of human breast tumours implanted into nude mice, and delays the development of type 2 diabetes. Vitamin D plays a role in modulating inflammation, enhancing immunity (while suppressing autoimmune injury) and exerting control over cell differentiation. Adequate levels of vitamin D also appear to promote better glycemic control. The investigators predict that consumption of SDG in persons with adequate vitamin D status will decrease oxidative stress and associated inflammation. If this hypothesis is upheld, this research has the potential to greatly decrease healthcare costs while allowing healthier aging.","Oxidative Stress, Inflammation, Aging, Dementia, Pain"
inflammation,inflammation aging,NCT05571709,The Effect of Exercise on Myokine Production in Aging Persons,UNKNOWN,,"The incidence of age-related diseases, such as cancer and cardiovascular diseases, rapidly rises. These days, age-related diseases cause the majority of all healthcare expenses. During ageing senescent cells secrete a range of harmful inflammatory signals, which leads to chronic inflammation (inflamm-aging) and accelerates aging throughout the rest of the body. Interestingly, people who regularly exercise show less signs of inflamm-aging compared to people with a sedentary lifestyle. Molecules secreted by skeletal muscles, called myokines, may play an important role. However, the underlying molecular mechanisms remain unknown. This pilot study aims to investigate if an acute bout of resistance training is an appropriate tool to induce an increase in the release of muscle derived myokines in aged persons.","Aging, Exercise"
inflammation,inflammation aging,NCT06879626,Effect of Snacks on Aging,RECRUITING,,"The purpose of this study is to determine if daily consumption of 2 oz of pecans compared to 3.5 oz pretzel snacks for 12 weeks will 1) contribute to the body's ability to protect itself from oxidative damage (caused by oxygen radicals created by ultraviolet (UV) B light) by evaluating skin resistance to UV light irritation, skin fats/oils degradation and ""rusting"", and oxidative damage to the skin genes; and 2) explore the mechanisms of how snack consumption may affect aging by analyzing blood markers of aging as well as the microbes living in the gut (gut microbiome).",Aging
inflammation,inflammation aging,NCT05062018,Vitamin D3 - Omega3 - Home Exercise - HeALTHy Aging and Longevity Cohort,UNKNOWN,,"The DO-HEALTH trial will be extended into the cohort including the collection on life style factors such as diet, quality of life and physical activity, as well as health-related data on co-morbid conditions as well as a standardized assessment of multiple organ functions, physical, cognitive and mental function using surveys and standardized health assessments.",Healthy Aging
